cible,co_word,example_id,excerpt,title,url
Russie,февраль,5,боевых действий заявили об эвакуации жителей республик в Россию . 19 февраля в республиках объявили всеобщую мобилизацию,В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435
Russie,регион,1,"ТАСС , 18 февраля . Власти нескольких регионов России высказали готовность принять и оказать помощь беженцам из",Регионы России готовы принять беженцев из ДНР и ЛНР и оказать им помощь,https://tass.ru/obschestvo/13761433
Russie,регион,2,"службе добавили , что регион направил в МЧС России официальное подтверждение своей готовности принять беженцев . По",В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435
Russie,регион,3,угрозой боевых действий . Позже еще несколько регионов России сообщили о готовности принять и разместить людей с,"Курская область готова принять до 1,5 тыс. эвакуированных из Донбасса",https://tass.ru/obschestvo/13767643
Russie,регион,4,/ТАСС/. Руководители и общественные организации из разных регионов России высказали готовность принять эвакуированных из ЛНР и ДНР,Регионы России готовы принять эвакуированных с Донбасса и предоставить помощь,https://tass.ru/obschestvo/13767219
Russie,регион,5,"также сообщила , что волонтерский штаб "" Единой России "" в регионе готов подключиться к работе по","Воронежская область готова принять 4,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13766725
Russie,заявить,1,"беженцев из Донбасса также заявили в граничащей с Россией Абхазии . В администрации столицы республики сообщили ,",Регионы России готовы принять беженцев из ДНР и ЛНР и оказать им помощь,https://tass.ru/obschestvo/13761433
Russie,заявить,2,"- от Крыма до Якутии . Замглавы МЧС России Виктор Яцуценко в субботу заявил , что беженцы",Регионы России готовы принять эвакуированных с Донбасса и предоставить помощь,https://tass.ru/obschestvo/13767219
Russie,заявить,3,"готовности к принятию вынужденных переселенцев заявили 30 регионов России . Так , на территории 28 субъектов ЦФО",Более 250 пунктов временного размещения в России готовы принять жителей Донбасса,https://tass.ru/obschestvo/13776293
Russie,заявить,4,регионов РФ принял людей из Донбасса . Президент России Владимир Путин 21 февраля заявил о признании суверенитета,Первый поезд с эвакуированными жителями ДНР и ЛНР прибыл в Пензенскую область,https://tass.ru/obschestvo/13814011
Russie,заявить,5,"открыть пункты приема гуманитарной помощи . 
 Президент России Владимир Путин 21 февраля заявил о признании суверенитета",В КЧР открыли пункт сбора гуманитарной помощи для эвакуированных из ДНР и ЛНР,https://tass.ru/obschestvo/13813447
Russie,мчс,1,"объявили в пятницу об организации выезда населения в Россию . В МЧС ДНР сообщали , что планируется",Регионы России готовы принять беженцев из ДНР и ЛНР и оказать им помощь,https://tass.ru/obschestvo/13761433
Russie,мчс,2,организации работы в область отправится врио главы МЧС России Александр Чуприян .,Регионы России готовы принять беженцев из ДНР и ЛНР и оказать им помощь,https://tass.ru/obschestvo/13761433
Russie,мчс,3,в субботу сообщили в пресс - службе МЧС России по итогам совещания рабочей группы под председательством врио,"МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Russie,мчс,4,"совещания рабочей группы под председательством врио главы МЧС России Александра Чуприяна . 
 "" Эвакуация будет проводиться","МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Russie,мчс,5,"Об этом сообщил в субботу врио главы МЧС России Александр Чуприян . 
 "" Вчера 5 млрд",Беженцы из Донбасса начали получать выплаты по 10 тыс. рублей,https://tass.ru/ekonomika/13770279
Refugies,февраль,1,"- ДОНУ , 18 февраля . /ТАСС/. Деньги беженцам из Донецкой и Луганской народных республик могут быть","В Госдуме заявили, что деньги беженцам с Донбасса могут перечислить на карту",https://tass.ru/politika/13760841
Refugies,февраль,2,"МОСКВА , 19 февраля . /ТАСС/. Порядка 300 беженцев из Донецка и Луганска готова принять Архангельская область",Архангельская область готова принять 300 беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13766051
Refugies,февраль,3,"НА - ДОНУ , 19 февраля . /ТАСС/. Беженцы из Донбасса могут быть направлены еще в семь",Беженцев из Донбасса могут направить в семь регионов России,https://tass.ru/obschestvo/13764833
Refugies,февраль,4,"НА - ДОНУ , 19 февраля . /ТАСС/. Беженцы , прибывающие в Ростовскую область с территории Донецкой","Попова заявила, что беженцев из Донбасса будут тестировать на ковид в местах проживания",https://tass.ru/obschestvo/13763743
Refugies,февраль,5,"себя эвакуированных жителей Донбасса . 
 Поезд с беженцами из Донбасса 19 февраля в 20:52 мск отправился",Первый поезд с беженцами из Донбасса прибыл в Воронежскую область,https://tass.ru/obschestvo/13772091
Refugies,прием,1,"Другие субъекты РФ должны быть подключены к приему беженцев с Донбасса вместе с Ростовской областью , при","В ГД заявили, что другие регионы России должны готовиться к приему беженцев из ДНР и ЛНР",https://tass.ru/politika/13760709
Refugies,прием,2,""" Есть уже наработанные действия в части приема беженцев , < … > и больших проблем у","В Думе заявили, что Ростовская область справится с приемом жителей ДНР и ЛНР",https://tass.ru/politika/13757209
Refugies,прием,3,креста в Белгороде пункт приема гуманитарной помощи для беженцев из Донецкой и Луганской народных республик ( ДНР,Пункт сбора гуманитарной помощи беженцам из ДНР и ЛНР открыли в Белгороде,https://tass.ru/obschestvo/13769633
Refugies,прием,4,""" У нашего региона уже есть опыт приема беженцев в 2014 году , поэтому у нас есть",Около 500 беженцев из ДНР и ЛНР прибудут 20 февраля в Орловскую область,https://tass.ru/obschestvo/13768633
Refugies,прием,5,"готовности . Глава региона поставил задачи по приему беженцев из Донбасса "" , - сообщили в пресс",Режим повышенной готовности вводится в Волгоградской области из-за приема жителей Донбасса,https://tass.ru/obschestvo/13768591
Ukraine,сторона,1,", что наступательные действия со стороны Вооруженных сил Украины могут последовать в любой момент . "" Была","Глава ДНР не исключил, что в Россию из Донбасса эвакуируют ""сотни и сотни тысяч человек""",https://tass.ru/mezhdunarodnaya-panorama/13760533
Ukraine,сторона,2,самых активных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению ряда объектов гражданской,"Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13770553
Ukraine,сторона,3,самых интенсивных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению ряда объектов гражданской,Более 750 жителей Луганска в течение дня эвакуировано в Россию,https://tass.ru/mezhdunarodnaya-panorama/13769253
Ukraine,сторона,4,самых активных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению объектов гражданской инфраструктуры,В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435
Ukraine,сторона,5,самых интенсивных за последние месяцы обстрелах со стороны Украины . Информация о погибших не поступала .,Продолжение обстрелов ДНР и ЛНР и мобилизация.,https://tass.ru/mezhdunarodnaya-panorama/13766181
Ukraine,вооружить,1,", что наступательные действия со стороны Вооруженных сил Украины могут последовать в любой момент . "" Была","Глава ДНР не исключил, что в Россию из Донбасса эвакуируют ""сотни и сотни тысяч человек""",https://tass.ru/mezhdunarodnaya-panorama/13760533
Ukraine,вооружить,2,"сообщают о массированных обстрелах со стороны Вооруженных сил Украины и подготовке ими наступления . 
 18 февраля","Кремль проинформирует, если у Путина появятся планы посетить эвакуированных из Донбасса",https://tass.ru/politika/13780513
Ukraine,вооружить,3,Россию вызвана провокационными и агрессивными действиями вооруженных сил Украины в этом регионе . Об этом заявил журналистам,Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,https://tass.ru/politika/13780417
Ukraine,вооружить,4,"идет о провокационных и агрессивных действиях Вооруженных сил Украины и опасности , которая в этой связи возникла",Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,https://tass.ru/politika/13780417
Ukraine,вооружить,5,"за тех провокаций , которые устраивают Вооруженные силы Украины "" , - сказал Песков . 
 Он",Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,https://tass.ru/politika/13780417
Russie,пресс,1,"народной республики ( ЛНР ) , эвакуированным в Россию . Об этом сообщает пресс - служба министерства",Минфин перечислит средства на выплаты в 10 тыс. рублей беженцам из ЛНР и ДНР,https://tass.ru/ekonomika/13760355
Russie,пресс,2,также в Киеве звучат утверждения о возможном вторжении России на Украину . Пресс - секретарь президента РФ,Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Russie,пресс,3,в субботу сообщили в пресс - службе МЧС России по итогам совещания рабочей группы под председательством врио,"МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Russie,пресс,4,"в субботу сообщили в пресс - службе МЧС России . 
 "" На базе телефона доверия ГУ",На базе МЧС по Ростовской области открыли горячую линию для беженцев из Донбасса,https://tass.ru/obschestvo/13766061
Russie,пресс,5,"в субботу сообщили в пресс - службе МЧС России . 
 "" Специалисты Донского спасательного центра приступили",Более 400 человек и 150 единиц техники помогают при эвакуации жителей из ДНР и ЛНР,https://tass.ru/proisshestviya/13763371
Russie,президент,1,""" По поручению президента Российской Федерации Минфин России сегодня перечислит Ростовской области денежные средства на обеспечение",Минфин перечислит средства на выплаты в 10 тыс. рублей беженцам из ЛНР и ДНР,https://tass.ru/ekonomika/13760355
Russie,президент,2,". 
 "" Также президент РФ поручил правительству России срочно обеспечить выплату каждому прибывающему в область из",Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Russie,президент,3,"нарастающей угрозой боевых действий . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион",Пункты пропуска эвакуированных из Донбасса в Ростовской области оборудуют тепловизорами,https://tass.ru/obschestvo/13767575
Russie,президент,4,"запросил помощь федерального центра . По поручению президента России Владимира Путина беженцам , прибывающим в регион ,",Брянская область готовится принять 500 беженцев из ДНР и ЛНР,https://tass.ru/obschestvo/13766839
Russie,президент,5,МЧС прибыл в Ростовскую область по поручению президента России с целью оказания помощи в организации встречи беженцев,Врио главы МЧС РФ потребовал начать выплаты беженцам из Донбасса в течение суток,https://tass.ru/obschestvo/13763683
Ukraine,военный,1,"населения в РФ в связи с опасностью развязывания Украиной военных действий . По словам Пушилина , президент",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861
Ukraine,военный,2,населения в Россию из - за опасности развязывания Украиной военных действий . По словам главы ДНР Дениса,Власти Крыма заявили о готовности принять жителей ДНР,https://tass.ru/politika/13757407
Ukraine,военный,3,"в связи с подготовкой военного наступления со стороны Украины . На этот момент , когда мы с","Толстой: тысячи россиян готовы принять эвакуировавшихся из ДНР и ЛНР ""у себя дома""",https://tass.ru/politika/13789137
Ukraine,военный,4,"руководства ДНР и ЛНР специальной военной операции на Украине . Он подчеркнул , что в планы Москвы",Детей Донбасса в Ростовской области до 1 марта обеспечат книгами и канцтоварами,https://tass.ru/obschestvo/13859475
Ukraine,военный,5,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,президент,1,"военных действий . По словам Пушилина , президент Украины Владимир Зеленский в ближайшее время отдаст приказ военным",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861
Ukraine,президент,2,", что , по его данным , президент Украины Владимир Зеленский в ближайшее время отдаст приказ военным",Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Ukraine,президент,3,Киеве звучат утверждения о возможном вторжении России на Украину . Пресс - секретарь президента РФ Дмитрий Песков,Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Ukraine,президент,4,"с президентом Франции Эмманюэлем Макроном , а президент Украины Владимир Зеленский в субботу встретится с британским премьером",В Россию эвакуировали уже около 36 тыс. жителей Донбасса,https://tass.ru/obschestvo/13766621
Ukraine,президент,5,"государствам нужно готовиться к приему миллионов беженцев с Украины . 
 Президент России Владимир Путин 24 февраля",Евросоюз приветствует беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/13888099
Russie,единый,1,"18 февраля . /ТАСС/. "" Молодая гвардия Единой России "" окажет помощь в пунктах временного размещения эвакуированным",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861
Russie,единый,2,"которого приводит пресс - служба фракции "" Единой России "" . 
 По его словам , ""","Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13770553
Russie,единый,3,"МОСКВА , 19 февраля . /ТАСС/. "" Единая Россия "" сформирует гуманитарные грузы для оказания помощи прибывшим","""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям",https://tass.ru/ekonomika/13770261
Russie,единый,4,"добровольцев МГЕР ( "" Молодая гвардия "" Единой России "" - прим. ТАСС ) , "" Молодежки","""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям",https://tass.ru/ekonomika/13770261
Russie,единый,5,"ДОНУ , 19 февраля . /ТАСС/. "" Единая Россия "" откроет в Ростовской области центр правовой поддержки",Единороссы откроют в Ростовской области центр правовой поддержки для беженцев из Донбасса,https://tass.ru/obschestvo/13769861
Ukraine,россия,1,Киеве звучат утверждения о возможном вторжении России на Украину . Пресс - секретарь президента РФ Дмитрий Песков,Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Ukraine,россия,2,"является прикрытием для "" вторжения "" России на Украину , решение о котором , как утверждает президент",В Россию эвакуировали уже около 36 тыс. жителей Донбасса,https://tass.ru/obschestvo/13766621
Ukraine,россия,3,"области в километре от государственной границы России с Украиной . Взрыв произошел в 04:00 , в 300",Продолжение обстрелов ДНР и ЛНР и мобилизация.,https://tass.ru/mezhdunarodnaya-panorama/13766181
Ukraine,россия,4,"Около двух третей прибывших - это граждане Украины , треть - России . Еще порядка 300",Более 100 тыс. вынужденных переселенцев из Донбасса пересекли границу с Россией,https://tass.ru/obschestvo/13822747
Ukraine,россия,5,"более 66 тыс. из них - это граждане Украины , 38,6 тыс. - России , почти 320",В Россию из Донбасса эвакуировали более 105 тыс. человек,https://tass.ru/obschestvo/13829037
Russie,украина,1,также в Киеве звучат утверждения о возможном вторжении России на Украину . Пресс - секретарь президента РФ,Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323
Russie,украина,2,"что эвакуация является прикрытием для "" вторжения "" России на Украину , решение о котором , как",В Россию эвакуировали уже около 36 тыс. жителей Донбасса,https://tass.ru/obschestvo/13766621
Russie,украина,3,"района Ростовской области в километре от государственной границы России с Украиной . Взрыв произошел в 04:00 ,",Продолжение обстрелов ДНР и ЛНР и мобилизация.,https://tass.ru/mezhdunarodnaya-panorama/13766181
Russie,украина,4,"прибывших - это граждане Украины , треть - России . Еще порядка 300 человек , пересекших границу",Более 100 тыс. вынужденных переселенцев из Донбасса пересекли границу с Россией,https://tass.ru/obschestvo/13822747
Russie,украина,5,"- это граждане Украины , 38,6 тыс. - России , почти 320 - граждане третьих стран """,В Россию из Донбасса эвакуировали более 105 тыс. человек,https://tass.ru/obschestvo/13829037
Refugies,российский,1,"разместить людей из Донбасса . По поручению Путина беженцам , прибывающим в российский регион , выплатят по",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Refugies,российский,2,"действий . Президент РФ Владимир Путин поручил выплатить беженцам , прибывающим в российский регион , по 10","МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Refugies,российский,3,"действий . По поручению президента РФ Владимира Путина беженцам , прибывающим в российский регион , выплатят по",В Дагестане организовали сбор гуманитарной помощи для беженцев из Донбасса,https://tass.ru/obschestvo/13770453
Refugies,российский,4,"Донбасса . По поручению президента Россиии Владимира Путина беженцам , прибывающим в российский регион , выплатят по","Курская область готова принять до 1,5 тыс. эвакуированных из Донбасса",https://tass.ru/obschestvo/13767643
Refugies,российский,5,"действий . По поручению президента России Владимира Путина беженцам , прибывающим в российский регион , выплатят по",Пункты пропуска эвакуированных из Донбасса в Ростовской области оборудуют тепловизорами,https://tass.ru/obschestvo/13767575
Ukraine,область,1,"февраля . /ТАСС/. Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме ,",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Ukraine,область,2,". 
 Белгородская область находится в приграничной с Украиной зоне , ситуация в области стабильная . """,Пункт сбора гуманитарной помощи беженцам из ДНР и ЛНР открыли в Белгороде,https://tass.ru/obschestvo/13769633
Ukraine,область,3,пересекли более 53 тыс. жителей двух соседних областей Украины . Они были эвакуированы на 142 автобусах в,Из Ростовской области в регионы отправятся 15 поездов с гражданами Донбасса,https://tass.ru/obschestvo/13776051
Ukraine,область,4,"Рязанской области граждан из Донецкой и Луганской областей Украины , необходимостью обеспечения их жизнедеятельности в пунктах временного",Режим повышенной готовности ввели в Рязанской области в связи с приемом жителей Донбасса,https://tass.ru/obschestvo/13775275
Ukraine,область,5,"что десятки тысяч пересекают границу из соседних областей Украины . По его словам , у МЧС России","В МЧС зарегистрировали почти 30 регионов, готовых принять эвакуированных из Донбасса",https://tass.ru/obschestvo/13773069
Russie,пограничный,1,"сообщили ТАСС в субботу в Пограничном управлении ФСБ России по Ростовской области . 
 Днем в субботу",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Russie,пограничный,2,"журналистам в пресс - службе Пограничного управления ФСБ России по Ростовской области . 
 "" За истекшие",Более 30 тыс. эвакуированных из ДНР и ЛНР пересекли за сутки государственную границу РФ,https://tass.ru/obschestvo/13773591
Russie,пограничный,3,", Волгоградскую , Воронежскую области и другие регионы России . 
 По данным пограничного управления ФСБ России","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503
Russie,пограничный,4,"России . 
 По данным пограничного управления ФСБ России по Ростовской области , за истекшие сутки границу","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503
Russie,пограничный,5,"в понедельник пресс - служба Пограничного управления ФСБ России по Ростовской области . 
 "" Пограничное управление",Более 21 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,https://tass.ru/obschestvo/13779735
Russie,управление,1,"сообщили ТАСС в субботу в Пограничном управлении ФСБ России по Ростовской области . 
 Днем в субботу",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Russie,управление,2,"журналистам в пресс - службе Пограничного управления ФСБ России по Ростовской области . 
 "" За истекшие",Более 30 тыс. эвакуированных из ДНР и ЛНР пересекли за сутки государственную границу РФ,https://tass.ru/obschestvo/13773591
Russie,управление,3,"- Кавказского , также из Главного управления МЧС России по Ростовской области "" , - сказал собеседник",МЧС России усилило группировку психологов для работы с беженцами из Донбасса,https://tass.ru/obschestvo/13772015
Russie,управление,4,"России . 
 По данным пограничного управления ФСБ России по Ростовской области , за истекшие сутки границу","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503
Russie,управление,5,"в понедельник пресс - служба Пограничного управления ФСБ России по Ростовской области . 
 "" Пограничное управление",Более 21 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,https://tass.ru/obschestvo/13779735
Russie,фсб,1,"сообщили ТАСС в субботу в Пограничном управлении ФСБ России по Ростовской области . 
 Днем в субботу",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Russie,фсб,2,"журналистам в пресс - службе Пограничного управления ФСБ России по Ростовской области . 
 "" За истекшие",Более 30 тыс. эвакуированных из ДНР и ЛНР пересекли за сутки государственную границу РФ,https://tass.ru/obschestvo/13773591
Russie,фсб,3,"России . 
 По данным пограничного управления ФСБ России по Ростовской области , за истекшие сутки границу","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503
Russie,фсб,4,"в понедельник пресс - служба Пограничного управления ФСБ России по Ростовской области . 
 "" Пограничное управление",Более 21 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,https://tass.ru/obschestvo/13779735
Russie,фсб,5,"Ростовской области . 
 "" Пограничное управление ФСБ России по Ростовской области информирует : за истекшие сутки",Более 21 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,https://tass.ru/obschestvo/13779735
Russie,частность,1,"Пушилин заявили об эвакуации жителей республик на территорию России , в частности в Ростовскую область , в",Пункты пропуска на границе с Украиной в Ростовской области работают в штатном режиме,https://tass.ru/obschestvo/13771211
Russie,частность,2,"Пушилин заявили об эвакуации жителей республик на территорию России , в частности , в Ростовскую область ,",Глава ЕАО Гольдштейн заявил о готовности региона принять беженцев из Донбасса,https://tass.ru/obschestvo/13769567
Russie,частность,3,"Денис Пушилин объявили об эвакуации жителей республик в Россию , в частности в Ростовскую область , в",Второй поезд эвакуировал из Луганска в Россию около 800 жителей ЛНР,https://tass.ru/obschestvo/13775351
Russie,частность,4,"февраля заявили об эвакуации жителей республик на территорию России , в частности в Ростовскую область , в",Единороссы отправили гумпомощь в Ростовскую и Воронежскую области для жителей Донбасса,https://tass.ru/obschestvo/13784343
Russie,частность,5,"Пасечник заявили об эвакуации жителей республик на территорию России , в частности в Ростовскую область , в",На содержание эвакуированных из Донбасса в ПВР выделят по 800 рублей в сутки на человека,https://tass.ru/obschestvo/13783605
Refugies,выплатить,1,"действий . Президент РФ Владимир Путин поручил выплатить беженцам , прибывающим в российский регион , по 10","МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Refugies,выплатить,2,"данным врио главы МЧС России , 40 тыс. беженцев уже выплачено по 10 тыс. рублей , еще",Россия приняла 250 тыс. беженцев из Донбасса и с Украины,https://tass.ru/obschestvo/14062833
Refugies,выплатить,3,"единовременной материальной помощи выплачено более 12 млрд рублей беженцам , прибывшим с территории ДНР , ЛНР ,","Более 12 млрд рублей выплачено беженцам, прибывшим в РФ из Донбасса, Запорожья, Херсонщины",https://tass.ru/ekonomika/16598287
Refugies,выплатить,4,"Президент РФ Владимир Путин уже поручил выплатить каждому беженцу , прибывающему в приграничную Ростовскую область из Донбасса",ДНР и ЛНР объявили об эвакуации мирных жителей в Россию.,https://tass.ru/mezhdunarodnaya-panorama/13758699
Russie,служба,1,в субботу сообщили в пресс - службе МЧС России по итогам совещания рабочей группы под председательством врио,"МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969
Russie,служба,2,"которого приводит пресс - служба фракции "" Единой России "" . 
 По его словам , ""","Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13770553
Russie,служба,3,"в субботу сообщили в пресс - службе МЧС России . 
 "" На базе телефона доверия ГУ",На базе МЧС по Ростовской области открыли горячую линию для беженцев из Донбасса,https://tass.ru/obschestvo/13766061
Russie,служба,4,"в субботу сообщили в пресс - службе МЧС России . 
 "" Специалисты Донского спасательного центра приступили",Более 400 человек и 150 единиц техники помогают при эвакуации жителей из ДНР и ЛНР,https://tass.ru/proisshestviya/13763371
Russie,служба,5,". 
 Ранее в пресс - службе МЧС России сообщили , что в воскресенье шесть поездов перевезут",Четвертый поезд с эвакуированными жителями Донбасса отправится в Нижний Новгород,https://tass.ru/obschestvo/13773767
Ukraine,последний,1,самых активных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению ряда объектов гражданской,"Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР",https://tass.ru/obschestvo/13770553
Ukraine,последний,2,самых интенсивных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению ряда объектов гражданской,Более 750 жителей Луганска в течение дня эвакуировано в Россию,https://tass.ru/mezhdunarodnaya-panorama/13769253
Ukraine,последний,3,самых активных за последние месяцы обстрелах со стороны Украины . Они привели к повреждению объектов гражданской инфраструктуры,В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435
Ukraine,последний,4,самых интенсивных за последние месяцы обстрелах со стороны Украины . Информация о погибших не поступала .,Продолжение обстрелов ДНР и ЛНР и мобилизация.,https://tass.ru/mezhdunarodnaya-panorama/13766181
