target_label,target_word,selected_word,role,example_id,excerpt,title,url,n_examples_found
Benevoles,волонтер,активист,neighbor,2,"В свою очередь председатель МГЕР Антон Демидов сообщил, что только за один день поступило более 1 тыс. заявок от волонтеров со всей страны, а в Ростовскую область уже прибыли более 200 активистов.","Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса",https://tass.ru/obschestvo/13774587,5
Benevoles,волонтер,активист,neighbor,3,"На сбор гуманитарной помощи откликнулись жители всех районов области, волонтеры и активисты участвуют в подготовке мест временного размещения беженцев"", - привели слова Дрозденко в пресс-службе правительства Ленинградской области.","Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети",https://tass.ru/obschestvo/13794525,5
Benevoles,волонтер,активист,neighbor,4,"Учредитель благотворительного фонда ""Добро мира - Волонтеры Крыма"" Наталья Мартынец ближе к вечеру привела помогать 17 активистов фонда ""За трезвый Крым"".",Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819,5
Benevoles,волонтер,активист,neighbor,5,"Активное участие в формировании груза приняло Самарское реготделение партии ""Единая Россия"", включая активистов из ""Молодой Гвардии Единой России"".",Самарская область направила гуманитарную помощь эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13784327,5
Benevoles,волонтер,молодежка,neighbor,1,"В рамках акции ""МыВместе"" в штабе работают также ""Российский красный крест"", ОНФ и Молодежка, Всероссийский студенческий корпус спасателей, ""Единая Россия"" и МГЕР.","В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР",https://tass.ru/politika/13767933,3
Benevoles,волонтер,молодежка,neighbor,2,"""Проговорили алгоритм совместной работы с региональным исполкомом ""Единой России"" - 64 человека из числа участников команды ""Молодежка ОНФ"" включаются здесь для помощи.","Молодежный актив ""Единой России"" прибыл в Ростовскую область для помощи жителям ДНР и ЛНР",https://tass.ru/obschestvo/13766147,3
Benevoles,волонтер,молодежка,neighbor,3,"В составе штаба #МыВместе работают Народный фронт, Российский красный крест, Всероссийский студенческий корпус спасателей, Ассоциация волонтерских центров, ""Волонтеры победы"", ""ДонВолонтер"", ""Молодая гвардия"" Единая Россия, ""Молодежка ОНФ"", ""Волонтеры - медики"", фонд ""Русь"" и другие организации.",Волонтеры из Ростовской области направят в Луганск 100 тонн гуманитарной помощи,https://tass.ru/obschestvo/14266705,3
Ukraine,украина,украина,target,1,"Служба пограничной охраны Министерства государственной безопасности ЛНР проинформировала, что пропуск эвакуируемых на территорию России жителей осуществляется по паспортам ЛНР, РФ или Украины.",Из Луганска в Россию отправился первый автобус с эвакуируемыми жителями,https://tass.ru/obschestvo/13762389,5
Ukraine,украина,украина,target,2,"Пушилин уточнил, что наступательные действия со стороны Вооруженных сил Украины могут последовать в любой момент.","Глава ДНР не исключил, что в Россию из Донбасса эвакуируют ""сотни и сотни тысяч человек""",https://tass.ru/mezhdunarodnaya-panorama/13760533,5
Ukraine,украина,украина,target,3,"Глава ДНР Денис Пушилин в пятницу сообщил, что власти республики организовали с 18 февраля массовый централизованный выезд населения в РФ в связи с опасностью развязывания Украиной военных действий.",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861,5
Ukraine,украина,украина,target,4,"По словам Пушилина, президент Украины Владимир Зеленский в ближайшее время отдаст приказ военным реализовать план вторжения на территорию народных республик.",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861,5
Ukraine,украина,украина,target,5,"Пушилин заявил, что, по его данным, президент Украины Владимир Зеленский в ближайшее время отдаст приказ военным перейти в наступление, реализовать план вторжения на территорию ДНР и ЛНР.",Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323,5
Ukraine,украина,отметка,neighbor,1,"Как отмечается в ее докладе, число внутренне перемещенных лиц с 16 марта, когда МОМ опубликовала свои первые оценки на этот счет, выросло на 24% и ""превысило отметку в 8 млн"".",Число внутренне перемещенных лиц на Украине превысило 8 млн,https://tass.ru/obschestvo/14588385,4
Ukraine,украина,отметка,neighbor,2,"По словам Мизинцева, число эвакуированных с начала специальной военной операции достигло отметки в 1 936 911 человек, 307 423 из которых - дети.",МО РФ: за сутки в Россию из Донбасса и с Украины эвакуировали более 29 тыс. человек,https://tass.ru/armiya-i-opk/14966133,4
Ukraine,украина,отметка,neighbor,3,"Количество осадков, выпавших в ночь на понедельник, в 2,5 раза превысило отметку ""опасное явление"".",Пункты временного размещения развернули в пострадавшем от ливней районе Кубани,https://tass.ru/proisshestviya/15187329,4
Ukraine,украина,отметка,neighbor,4,"/ТАСС/. Число беженцев, которые прибыли в РФ с февраля с территории Украины и Донбасса, превысило отметку в 4,7 млн человек.","Число прибывших в РФ с территории Украины и Донбасса беженцев превысило 4,7 млн человек",https://tass.ru/obschestvo/16223423,4
Ukraine,украина,захват,neighbor,1,"Ситуация на Ближнем Востоке резко обострилась после проникновения 7 октября боевиков радикального палестинского движения ХАМАС из сектора Газа на израильскую территорию, сопровождавшегося убийствами жителей приграничных населенных пунктов и захватом заложников.",В Газу за сутки въехало почти 200 грузовиков с гуманитарной помощью,https://tass.ru/mezhdunarodnaya-panorama/19686209,3
Ukraine,украина,захват,neighbor,2,"Ситуация на Ближнем Востоке обострилась после проникновения 7 октября 2023 года боевиков ХАМАС из сектора Газа на израильскую территорию, сопровождавшегося убийствами жителей приграничных населенных пунктов и захватом заложников.","Спецкоординатор ООН: более 1,7 млн перемещенных людей из-за конфликта в Газе голодают",https://tass.ru/obschestvo/20365181,3
Ukraine,украина,захват,neighbor,3,"Вооруженные силы противника находятся в боевых порядках и готовы к силовому захвату Донбасса"", - предупредил он.",Власти ДНР организовали массовый централизованный выезд населения в Россию,https://tass.ru/mezhdunarodnaya-panorama/13756493,3
Ukraine,украина,затронуть,neighbor,1,"""Серьезный гуманитарный кризис затронул и животных, волонтеры и сотрудники местных зоопарков и приютов борются за жизнь каждого подопечного, им срочно нужна помощь.",В России стартует кампания помощи зоопаркам и животным Донбасса и Украины,https://tass.ru/obschestvo/14234823,3
Ukraine,украина,затронуть,neighbor,2,"Обсудили помощь детям-сиротам и детям, оставшимся без попечения родителей, с территорий, затронутых специальной военной операцией.","Омбудсмен сообщила, что представители ООН вскоре смогут встретиться с детьми из Донбасса",https://tass.ru/obschestvo/16137323,3
Ukraine,украина,затронуть,neighbor,3,"Следует принять во внимание и тот не слишком афишируемый факт, что значительную часть тех, кто прибыл в Европу, составили не беженцы из затронутых боевыми действиями районов, а вполне благополучные жители Киева, Львова и других городов и областей Правобережной Украины.",Украинские беженцы потянулись домой:,https://tass.ru/opinions/15276009,3
Ukraine,украина,подавляющее,neighbor,1,"Подавляющее большинство прибыли через пограничные пункты в Ростовской области"", - сказал собеседник агентства.",Более 365 тыс. человек прибыли в Россию из республик Донбасса и с Украины,https://tass.ru/mezhdunarodnaya-panorama/14141161,5
Ukraine,украина,подавляющее,neighbor,2,"Подавляющее большинство прибыло в Ростовскую область"", - сказал собеседник агентства.",В Россию с Украины и из Донбасса прибыли более 630 тыс. беженцев,https://tass.ru/obschestvo/14293199,5
Ukraine,украина,подавляющее,neighbor,3,"""Может быть, кто-то останется, адаптируется к российскому обществу, но подавляющее большинство [беженцев с территорий Донбасса] ждут возможности вернуться к себе домой, вернуться на свои территории, восстанавливать свои дома, восстанавливаться свои города <...> и вернуться к обычному образу жизни"", - сказал он в эфире телеканала ""Соловьев Live"".",Посол ЛНР заявил о желании большинства беженцев вернуться в Донбасс,https://tass.ru/mezhdunarodnaya-panorama/15641459,5
Ukraine,украина,подавляющее,neighbor,4,Подавляющее большинство жителей высказались за вхождение в состав РФ.,"Границу между Донбассом и Ростовской областью с начала спецоперации прошли 3,5 млн человек",https://tass.ru/obschestvo/16122851,5
Ukraine,украина,подавляющее,neighbor,5,"- Но подчеркну, что подавляющее большинство граждан, которые подали заявки на вывоз, уже эвакуированы"".","Захарова заявила, что эвакуация россиян из Газы продолжится после гуманитарной паузы",https://tass.ru/politika/19403303,5
Ukraine,украина,сводка,neighbor,1,"По сводке Минобороны России на 5 апреля, общее число прибывших из ДНР и ЛНР, а также с Украины достигло 620 760 человек, в отдельные дни приезжает в сутки до 28 тыс. человек.","Финансирование проживания беженцев Донбасса в ПВР увеличили до 1,3 тыс. рублей на человека",https://tass.ru/ekonomika/14292591,3
Ukraine,украина,сводка,neighbor,2,"По сводке Минобороны РФ от 13 апреля, с начала спецоперации из опасных районов Украины, Донецкой и Луганской народных республик в РФ эвакуировано 783,6 тыс. человек, из них 147 тыс. - дети.","В Воронежской области с февраля число эвакуированных из ДНР, ЛНР и Украины выросло вдвое",https://tass.ru/obschestvo/14374651,3
Ukraine,украина,сводка,neighbor,3,"Ситуация в городе обострилась еще в четверг, когда с раннего утра начали поступать сводки обстрелов территории Донецкой народной республики.",В Донецке готовятся к эвакуации,https://tass.ru/mezhdunarodnaya-panorama/13761239,3
Ukraine,украина,телеобращении,neighbor,1,"Президент России Владимир Путин в четверг утром заявил в телеобращении, что в ответ на обращение руководителей республик Донбасса принял решение о проведении специальной военной операции.",В МЧС сообщили о продолжении работы по приему эвакуированных в Россию жителей Донбасса,https://tass.ru/obschestvo/13833025,4
Ukraine,украина,телеобращении,neighbor,2,"Президент России Владимир Путин 24 февраля утром заявил в телеобращении, что в ответ на обращение руководителей республик Донбасса принял решение о проведении специальной военной операции.",Прибывшие в Ярославскую область жители Донбасса обратились к властям за помощью,https://tass.ru/obschestvo/13936973,4
Ukraine,украина,телеобращении,neighbor,3,"Президент России Владимир Путин 24 февраля заявил в телеобращении, что в ответ на обращение руководителей республик Донбасса принял решение о проведении специальной военной операции.",Томская область готова принять 700 эвакуированных жителей из ЛНР и ДНР,https://tass.ru/obschestvo/13960615,4
Ukraine,украина,телеобращении,neighbor,4,"24 февраля президент России Владимир Путин заявил в телеобращении, что в ответ на обращение руководителей республик Донбасса принял решение о проведении специальной военной операции.",Число прибывших в Воронежскую область жителей Донбасса превысило 5 тыс.,https://tass.ru/obschestvo/14029971,4
Ukraine,украина,беларусь,neighbor,1,"""Порядка 80% украинцев, которые сейчас находятся в Беларуси, не планируют возвращаться домой.",Белорусский Красный крест: порядка 80% украинских беженцев планируют остаться в республике,https://tass.ru/mezhdunarodnaya-panorama/15255835,4
Ukraine,украина,беларусь,neighbor,2,"Они хотят остаться и жить со своими семьями на территории Беларуси"", - сказал Шевцов в эфире первого канала Белорусского радио во вторник, сославшись на результаты недавнего анкетирования беженцев.",Белорусский Красный крест: порядка 80% украинских беженцев планируют остаться в республике,https://tass.ru/mezhdunarodnaya-panorama/15255835,4
Ukraine,украина,беларусь,neighbor,3,"""Более 51 тысячи граждан Украины прибыло в Беларусь с украинской территории с 24 февраля.","Белоруссия с февраля приняла около 51,5 тыс. беженцев с Украины",https://tass.ru/mezhdunarodnaya-panorama/15703657,4
Ukraine,украина,беларусь,neighbor,4,"""Нами был проведен ряд встреч с представителями Региональной делегации Международного Комитета Красного Креста в Российской Федерации и Республике Беларусь, которые также приняли решение содействовать воссоединению детей с родителями, находящимися за пределами Российской Федерации и Украины (в Польше, Португалии и Норвегии), в рамках мандата организации"", - подчеркнул постоянный представитель РФ при ООН.<lt-toolbar contenteditable=""false"" data-lt-adjust-appearance=""true"" data-lt-force-appearance=""light"" style=""display: none;""><lt-div class=""lt-toolbar__wrapper lt-toolbar-small"" style=""left: 498px; position: absolute !important; top: 97px !important; bottom: auto !important; z-index: auto;""><lt-div class=""lt-toolbar__extras""><lt-span class=""lt-toolbar__disable-icon""><lt-comp-icon class=""lt-icon--disable lt-icon--clickable"" data-lt-prevent-focus=""true""><lt-span class=""lt-icon__icon lt-icon__disable""><lt-div class=""lt-toolbar__divider""><lt-div class=""lt-toolbar__premium-icon""><lt-div class=""lt-icon__tooltip lt-icon__tooltip--data-attr lt-icon__tooltip--top-right"" data-lt-text=""Премиальные предложения""><lt-div class=""lt-toolbar__status-icon lt-toolbar__status-icon-has-errors lt-toolbar__status-icon-has-1-errors"" title=""""><lt-div class=""lt-toolbar__premium-icon-dot""><lt-div class=""lt-toolbar__status-icon-in-progress"">",Небензя: эвакуация детей из зоны украинского конфликта соответствует гуманитарному праву,https://tass.ru/politika/17416113,4
Ukraine,украина,вырасти,neighbor,1,"""По итогам работы за ночь число прибывших в Россию жителей Донбасса выросло до 61 тысячи"", - сказал он.",В Россию прибыли более 61 тыс. жителей Донбасса,https://tass.ru/obschestvo/13778351,5
Ukraine,украина,вырасти,neighbor,2,"Количество жителей ДНР и ЛНР, эвакуированных в Россию с 18 февраля, выросло почти до 118 тыс. Об этом ТАСС сообщили в силовых структурах.",Число эвакуированных в Россию жителей Донбасса выросло почти до 118 тыс.,https://tass.ru/obschestvo/13872915,5
Ukraine,украина,вырасти,neighbor,3,"Число регионов, принявших эвакуированных жителей Донбасса, выросло до 19.",Число эвакуированных в Россию жителей Донбасса выросло почти до 118 тыс.,https://tass.ru/obschestvo/13872915,5
Ukraine,украина,вырасти,neighbor,4,"Сейчас из Донецка и Луганска приезжают дети, которые родились и выросли на войне.",Росгосцирк проведет специальные представления для эвакуированных из Донбасса семей,https://tass.ru/obschestvo/13900945,5
Ukraine,украина,вырасти,neighbor,5,"На утро понедельника число регионов РФ, принимающих эвакуированных жителей Донбасса, выросло с 19 до 21.",Число эвакуированных в Россию жителей Донбасса превысило 127 тыс.,https://tass.ru/obschestvo/13892051,5
Ukraine,украина,подконтрольных,neighbor,1,"В Керчь, Судак и Саки, по данным регионального отделения Российского Красного Креста, уже прибыли частным порядком жители Донбасса и граждане Украины с подконтрольных Киеву территорий.",Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819,5
Ukraine,украина,подконтрольных,neighbor,2,"/ТАСС/. Украинцы с подконтрольных киевским властям территорий Украины, а также жители Донбасса в понедельник начали прибывать в Крым и размещаться у родственников и друзей, сообщил ТАСС председатель регионального отделения Российского Красного Креста (РКК) Владимир Баучкин.","В РКК сообщили, что граждане Украины эвакуируются в Крым из-за столкновений в Донбассе",https://tass.ru/obschestvo/13786703,5
Ukraine,украина,подконтрольных,neighbor,3,"Он затруднился оценить, сколько всего украинцев с подконтрольных киевским властям территорий Украины и жителей ДНР и ЛНР разместились на полуострове.","В РКК сообщили, что граждане Украины эвакуируются в Крым из-за столкновений в Донбассе",https://tass.ru/obschestvo/13786703,5
Ukraine,украина,подконтрольных,neighbor,4,"По словам генерала, продолжается оказание гуманитарной помощи населению на подконтрольных Вооруженным силам России и воинским формированиям Донецкой и Луганской народных республик территориях.","Жители Херсонской, Сумской и Харьковской областей получат 315 тонн гуманитарной помощи",https://tass.ru/mezhdunarodnaya-panorama/13950805,5
Ukraine,украина,подконтрольных,neighbor,5,"/ТАСС/. Более 2,7 млн обращений от граждан с просьбами об эвакуации в Россию из Украины и с подконтрольных киевским властям территорий в республиках Донбасса поступило на горячую линию Межведомственного координационного штаба Российской Федерации по гуманитарному реагированию с начала специальный военной операции.","Свыше 2,7 млн обращений с просьбами об эвакуации в РФ с Украины и Донбасса поступило в РФ",https://tass.ru/armiya-i-opk/14991463,5
Ukraine,украина,резко,neighbor,1,"Ранее во вторник министр иностранных дел РФ Сергей Лавров, выступая на сессии Совета ООН по правам человека в формате видеообращения, заявил о том, что преступные действия украинского режима, резко активизировавшиеся в последнее время, только с середины февраля вынудили более 100 тыс. жителей Донбасса перебраться в Россию.","Служба ""Милосердие"" отправила 10 тонн помощи в регионы России для переселенцев с Донбасса",https://tass.ru/obschestvo/13917739,5
Ukraine,украина,резко,neighbor,2,"""В последнее время преступные действия украинского режима резко активизировались, - сказал он.",Россия приняла с середины февраля более 100 тысяч беженцев с Донбасса,https://tass.ru/politika/13914869,5
Ukraine,украина,резко,neighbor,3,"Количество эвакуированных в Россию с 18 февраля жителей Донбасса превысило 166 тыс., резко увеличившись за сутки сразу на 24 тыс. Об этом ТАСС сообщили в пятницу в силовых структурах региона.",Число эвакуированных в Россию жителей Донбасса превысило 166 тыс.,https://tass.ru/obschestvo/13959829,5
Ukraine,украина,резко,neighbor,4,"""Только по официальным данным с 2014 года за получением гражданства России, статуса беженца или временного убежища в нашей стране обратились по меньшей мере 1,7 млн чел. После же активизации обстрелов Донбасса с украинской стороны накануне начала Россией специальной военной операции этот поток резко усилился и достиг 863 тыс. человек"", - указал первый зампостпреда РФ.","Полянский сообщил, что более 2,5 млн украинцев нашли убежище в России с 2014 года",https://tass.ru/politika/14419033,5
Ukraine,украина,резко,neighbor,5,"В то же время резко упало - с 427 до 12 - число украинцев, получивших разрешение на въезд в Соединенные Штаты по обычной программе приема беженцев.",WP: на границе США с Мексикой резко выросло число беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/14415649,5
Russie,россия,россия,target,1,"/ТАСС/. Волонтеры Общероссийского народного фронта (ОНФ), Всероссийского студенческого корпуса спасателей, Российского Красного Креста и других добровольческих объединений формируют штаб ""Мы вместе"" для оказания поддержки прибывающим на территорию России из Донецкой и Луганской народных республик (ДНР и ЛНР).","Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам",https://tass.ru/obschestvo/13763103,5
Russie,россия,россия,target,2,"/ТАСС/. Жителей ДНР, которые после эвакуации из республики приняли решение остановиться в России не в пункте временного размещения, а у родственников, начали отвозить добровольцы.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Russie,россия,россия,target,3,ДНР и ЛНР на фоне серьезного обострения ситуации объявили в пятницу об организации выезда населения в Россию.,Роспотребнадзор уделит особое внимание организации питания беженцев в Ростовской области,https://tass.ru/obschestvo/13762457,5
Russie,россия,россия,target,4,/ТАСС/. Первый автобус с 55 эвакуируемыми жителями отправился в пятницу из Луганска в Россию.,Из Луганска в Россию отправился первый автобус с эвакуируемыми жителями,https://tass.ru/obschestvo/13762389,5
Russie,россия,россия,target,5,Также в Россию отправились первые автобусы из городов Красный Луч и Кировск.,Из Луганска в Россию отправился первый автобус с эвакуируемыми жителями,https://tass.ru/obschestvo/13762389,5
Russie,россия,рф,neighbor,1,"По поручению президента РФ Владимира Путина беженцам, прибывающим в регион, выплатят по 10 тыс. рублей, в область отправились врио главы МЧС Александр Чуприян и глава Роспотребнадзора Анна Попова.",Роспотребнадзор уделит особое внимание организации питания беженцев в Ростовской области,https://tass.ru/obschestvo/13762457,5
Russie,россия,рф,neighbor,2,"МЧС, Минздрав и горадминистрация эвакуируют детей из республиканского дома малютки ""ближе к границе с РФ"" для их безопасности.",Из Луганска в Россию отправился первый автобус с эвакуируемыми жителями,https://tass.ru/obschestvo/13762389,5
Russie,россия,рф,neighbor,3,"Служба пограничной охраны Министерства государственной безопасности ЛНР проинформировала, что пропуск эвакуируемых на территорию России жителей осуществляется по паспортам ЛНР, РФ или Украины.",Из Луганска в Россию отправился первый автобус с эвакуируемыми жителями,https://tass.ru/obschestvo/13762389,5
Russie,россия,рф,neighbor,4,"/ТАСС/. Первые автобусы с эвакуированными жителями ДНР пересекли границу РФ в Ростовской области, сообщает в пятницу корреспондент ТАСС с пункта пропуска через государственную границу в Матвеево-Курганском районе области.",Первые автобусы с беженцами из ДНР прибыли в Ростовскую область,https://tass.ru/obschestvo/13761541,5
Russie,россия,рф,neighbor,5,"Гражданское население будет пересекать пункты пропуска как на общественном, так и личном транспорте"", - сообщили ТАСС в пресс-службе МЧС РФ.",Первые автобусы с беженцами из ДНР прибыли в Ростовскую область,https://tass.ru/obschestvo/13761541,5
Russie,россия,подавляющее,neighbor,1,"Подавляющее большинство прибыли через пограничные пункты в Ростовской области"", - сказал собеседник агентства.",Более 365 тыс. человек прибыли в Россию из республик Донбасса и с Украины,https://tass.ru/mezhdunarodnaya-panorama/14141161,5
Russie,россия,подавляющее,neighbor,2,"Подавляющее большинство прибыло в Ростовскую область"", - сказал собеседник агентства.",В Россию с Украины и из Донбасса прибыли более 630 тыс. беженцев,https://tass.ru/obschestvo/14293199,5
Russie,россия,подавляющее,neighbor,3,"""Может быть, кто-то останется, адаптируется к российскому обществу, но подавляющее большинство [беженцев с территорий Донбасса] ждут возможности вернуться к себе домой, вернуться на свои территории, восстанавливать свои дома, восстанавливаться свои города <...> и вернуться к обычному образу жизни"", - сказал он в эфире телеканала ""Соловьев Live"".",Посол ЛНР заявил о желании большинства беженцев вернуться в Донбасс,https://tass.ru/mezhdunarodnaya-panorama/15641459,5
Russie,россия,подавляющее,neighbor,4,Подавляющее большинство жителей высказались за вхождение в состав РФ.,"Границу между Донбассом и Ростовской областью с начала спецоперации прошли 3,5 млн человек",https://tass.ru/obschestvo/16122851,5
Russie,россия,подавляющее,neighbor,5,"- Но подчеркну, что подавляющее большинство граждан, которые подали заявки на вывоз, уже эвакуированы"".","Захарова заявила, что эвакуация россиян из Газы продолжится после гуманитарной паузы",https://tass.ru/politika/19403303,5
Russie,россия,непредвиденный,neighbor,1,/ТАСС/. Губернатор Ростовской области Василий Голубев обратился к президенту РФ Владимиру Путину с просьбой оказать области экстренную помощь по линии федерального центра в связи с непредвиденным большим наплывом беженцев.,Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323,3
Russie,россия,непредвиденный,neighbor,2,Губернатор Ростовской области Василий Голубев обратился к Путину с просьбой оказать региону экстренную помощь из-за непредвиденного наплыва беженцев.,ДНР и ЛНР объявили об эвакуации мирных жителей в Россию.,https://tass.ru/mezhdunarodnaya-panorama/13758699,3
Russie,россия,непредвиденный,neighbor,3,"Губернатор Ростовской области Василий Голубев обратился к президенту РФ Владимиру Путину с просьбой оказать области экстренную помощь по линии федерального центра в связи с непредвиденным большим наплывом беженцев, сообщил пресс-секретарь главы государства Дмитрий Песков.",Очевидцы сообщают об очереди из желающих выехать у пункта пропуска со стороны ДНР,https://tass.ru/obschestvo/13762197,3
Russie,россия,супруновский,neighbor,1,"/ТАСС/. Около 127 тыс. жителей ДНР и ЛНР пересекли границу с Российской Федераций, сообщил заместитель главы МЧС РФ Анатолий Супруновский.",Около 127 тыс. жителей Донбасса пересекли границу с Россией,https://tass.ru/obschestvo/13897665,3
Russie,россия,супруновский,neighbor,2,"/ТАСС/. Россия приняла с февраля почти 4,8 млн беженцев с территорий Украины и Донбасса, сообщил в пятницу замглавы МЧС РФ Анатолий Супруновский.","Почти 4,8 млн беженцев прибыли в Россию с территории Украины и Донбасса",https://tass.ru/obschestvo/16365735,3
Russie,россия,супруновский,neighbor,3,"Отдельно Супруновский подчеркнул, что МЧС России помогает беженцам бесплатно вернуться домой.","Почти 4,8 млн беженцев прибыли в Россию с территории Украины и Донбасса",https://tass.ru/obschestvo/16365735,3
Russie,россия,самопровозглашенный,neighbor,1,"В понедельник врио главы МЧС РФ Александр Чуприян сообщил, что около 61 тыс. жителей ДНР и ЛНР прибыли в Россию после объявленной в самопровозглашенных республиках в минувшую пятницу эвакуации.","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503,3
Russie,россия,самопровозглашенный,neighbor,2,"Ранее в понедельник врио главы МЧС РФ Александр Чуприян сообщал, что порядка 61 тыс. жителей ДНР и ЛНР прибыли в Россию после объявленной в самопровозглашенных республиках в минувшую пятницу эвакуации.",Более 21 тыс. жителей Донбасса пересекли за сутки границу России в Ростовской области,https://tass.ru/obschestvo/13779735,3
Russie,россия,самопровозглашенный,neighbor,3,/ТАСС/. Порядка 61 тыс. жителей ДНР и ЛНР прибыли в Россию после объявленной в самопровозглашенных республиках в минувшую пятницу эвакуации.,В Россию прибыли более 61 тыс. жителей Донбасса,https://tass.ru/obschestvo/13778351,3
Russie,россия,связи,neighbor,1,"Почти 1,5 тыс. детей уже зачислены в школы, сообщил губернатор Ростовской области Василий Голубев в ходе заседания в формате видео-конференц-связи генсовета ""Единой России"" с региональными отделениями партии по вопросу оказания помощи эвакуированным жителям Донбасса.","Около 2,2 тыс. школьников из Донбасса находятся в ПВР в Ростовской области",https://tass.ru/obschestvo/13817109,5
Russie,россия,связи,neighbor,2,"Об этом сообщил губернатор Ростовской области Василий Голубев в ходе заседания в формате видео-конференц-связи генсовета ""Единой России"" с региональными отделениями партии по вопросу оказания помощи эвакуированным жителям Донбасса.",В Ростовскую область прибыли 17 ж/д составов для отправки жителей Донбасса в регионы,https://tass.ru/obschestvo/13817005,5
Russie,россия,связи,neighbor,3,"Об этом сообщила в среду пресс-служба омбудсмена по итогам совещания в формате видео-конференц-связи, которое Москалькова провела с уполномоченными по правам человека в субъектах РФ по вопросу обеспечения прав эвакуированных граждан.","Москалькова предложила ввести транспортные ваучеры для беженцев из ДНР, ЛНР и с Украины",https://tass.ru/obschestvo/14371645,5
Russie,россия,связи,neighbor,4,Об этом сообщил в пятницу губернатор Свердловской области Евгений Куйвашев на встрече с президентом РФ Владимиром Путиным по видео-конференц-связи.,Более 500 человек прибыли в Свердловскую область с Донбасса,https://tass.ru/obschestvo/14688379,5
Russie,россия,связи,neighbor,5,Об этом доложил врио губернатора Курской области Алексей Смирнов президенту РФ Владимиру Путину в режиме видео-конференц-связи.,Эвакуируемых из Курской области будут вывозить с помощью автобусов и ж/д транспорта,https://tass.ru/obschestvo/21561249,5
Russie,россия,погрануправления,neighbor,1,Об этом в субботу сообщил представитель погрануправления УФСБ по Ростовской области.,"В ФСБ сообщили, что все пункты пропуска в Ростовской области работают только на въезд в РФ",https://tass.ru/obschestvo/13764787,5
Russie,россия,погрануправления,neighbor,2,"Пропуск беженцев организован через шесть автомобильных, два железнодорожных пункта пропуска в восьми местах пересечения границы"", - уточнил представитель погрануправления.","В ФСБ сообщили, что все пункты пропуска в Ростовской области работают только на въезд в РФ",https://tass.ru/obschestvo/13764787,5
Russie,россия,погрануправления,neighbor,3,Об этом журналистам сообщили в пресс-службе погрануправления ФСБ РФ по региону.,Более 20 тыс. жителей Донбасса за сутки пересекли границу с РФ в Ростовской области,https://tass.ru/obschestvo/13799753,5
Russie,россия,погрануправления,neighbor,4,"По данным пресс-службы Погрануправления ФСБ России по Ростовской области, за истекшие сутки через пункты пропуска границу пересекли более девяти тысяч граждан, эвакуированных с территории республик Донбасса.",ФМБА развернуло в Ростовской области три медпункта для эвакуированных из Донбасса,https://tass.ru/obschestvo/13839089,5
Russie,россия,погрануправления,neighbor,5,"По данным пресс-службы Погрануправления ФСБ России по Ростовской области, за истекшие сутки через пункты пропуска границу пересекли более 9 тыс. граждан, эвакуированных с территории республик Донбасса.",В МЧС сообщили о продолжении работы по приему эвакуированных в Россию жителей Донбасса,https://tass.ru/obschestvo/13833025,5
Russie,россия,эвакуируемым,neighbor,1,По поручению президента РФ Владимира Путина эвакуируемым выплачивают по 10 тыс. рублей.,Эвакуируемые из Донбасса смогут подавать заявления на выплаты уже на границе России,https://tass.ru/obschestvo/13778509,3
Russie,россия,эвакуируемым,neighbor,2,"Власти Тверской области предоставят эвакуируемым жителям республик наборы для новорожденных, а также комплекты школьной формы и предметов, необходимых для обучения.",Регионы ЦФО собирают детские игрушки и деньги для жителей Донбасса,https://tass.ru/obschestvo/13808231,3
Russie,россия,эвакуируемым,neighbor,3,"По поручению президента РФ Владимира Путина эвакуируемым, прибывающим в российский регион, выплачивают по 10 тыс. рублей.",В ростовскую больницу доставили пять тяжелобольных детей из ЛНР,https://tass.ru/obschestvo/13783181,3
Russie,россия,главк,neighbor,1,/ТАСС/. Горячую линию открыли на базе телефона доверия главка МЧС России по Ростовской области в связи с прибытием в регион беженцев из Донецкой и Луганской народных республик.,На базе МЧС по Ростовской области открыли горячую линию для беженцев из Донбасса,https://tass.ru/obschestvo/13766061,5
