target,type,token,freq,example_1,example_2,example_3
Benevoles,target = sujet → verbe,включиться,2,"Губернатор Ростовской области Василий Голубев уточнил, что волонтеры с самого начала активно включились в работу по приему эвакуированных. || Titre: В РФ более 4 тыс. волонтеров помогают эвакуированным жителям Донбасса | URL: https://tass.ru/obschestvo/13817213","""В Подмосковье волонтеры ""включились"" с первого дня, встречая людей с поездов на вокзалах. || Titre: Единый центр гумпомощи за месяц направил более 1 тыс. тонн грузов жителям Донбасса | URL: https://tass.ru/obschestvo/14123995",
Benevoles,target = sujet → verbe,обеспечивать,2,"Как отметил председатель комитета Госдумы по молодежной политике Артем Метелев, слова которого приведены в сообщении, волонтеры обеспечивают эвакуированным проживание и питание, помогают с предметами первой необходимости, играют с детьми. || Titre: Почти 32 тыс. волонтеров помогают эвакуированным в Россию жителям Донбасса | URL: https://tass.ru/obschestvo/13977829","Эвакуацию обеспечивают волонтеры ""Единой России"" и врачи скорой медицинской помощи. || Titre: Маломобильных жителей Херсонской области эвакуируют в Крым | URL: https://tass.ru/obschestvo/16204555",
Benevoles,target = sujet → verbe,рассказать,2,"Волонтеры, участвующие в совещании, рассказали о своей работе, о помощи, которую оказывают жителям, о своем отношении к ситуации. || Titre: Около 4 тыс. переселенцев с Донбасса разместили в регионах ПФО | URL: https://tass.ru/obschestvo/14108249","Как рассказали волонтеры, женщинам не хватает домашних вещей, например тапочек. || Titre: Чуприян проверил работу пунктов временного размещения на границе с ЛНР | URL: https://tass.ru/obschestvo/13782961",
Benevoles,target = sujet → verbe,принять,2,"В загрузке фуры приняли участие волонтеры - студенты Курганского технологического колледжа"", - говорится в сообщении. || Titre: Из Курганской области отправили фуры с мукой, продуктами и вещами для жителей Донбасса | URL: https://tass.ru/obschestvo/14275455","Все эти вещи приняли, упаковали и сопроводили до мест распределения на территории Донбасса волонтеры проекта #Мывместе. || Titre: В Екатеринбурге для эвакуированных из Донбасса собрали тонну гуманитарной помощи | URL: https://tass.ru/obschestvo/14571725",
Benevoles,target = sujet → verbe,передать,2,"Волонтеры Национального центра помощи пропавшим и пострадавшим детям и сотрудники МЧС России передали беженцам, прибывшим с территории Украины и Донбасса и находящимся в пункте временного размещения в Ростовской области, партию гуманитарной помощи. || Titre: МЧС и центр помощи детям передали беженцам в Ростове-на-Дону гуманитарную помощь | URL: https://tass.ru/obschestvo/15449499","Волонтеры обязательно их передадут к празднику"", - добавила Драгунова. || Titre: Волонтеры Москвы отправили в ЛНР и ДНР более 10 тонн гумпомощи | URL: https://tass.ru/obschestvo/24829157",
Benevoles,target = sujet → verbe,заниматься,2,"Всю помощь, собранную жителями, привозят на центральный распределительный склад в Балашихе, где волонтеры занимаются ее сортировкой и упаковкой, а уже оттуда отправляются фуры. || Titre: Более 5,6 тыс. тонн гумпомощи отправили из Подмосковья бойцам и жителям новых регионов РФ | URL: https://tass.ru/obschestvo/20528689",Сейчас волонтеры занимаются формированием первого гуманитарного груза. || Titre: Подмосковье направит первый груз гуманитарной помощи в Ростовскую область | URL: https://tass.ru/obschestvo/13781627,
Benevoles,target = sujet → verbe,быть,2,"У нас есть волонтеры-юристы, и мы соединяем уже людей с ними по их конкретным вопросам. || Titre: ""Люди потерянные и не знают, с чего начать"". | URL: https://tass.ru/obschestvo/14299577","Первые дежурства начались здесь в середине марта, самих волонтеров тогда было всего шестеро. || Titre: ""10 километров мимо неразорвавшихся мин"". | URL: https://tass.ru/v-strane/14340553",
Benevoles,target = sujet → verbe,решить,2,"Увидев, как старушка делится с котом кусочком вареной колбасы с бутерброда, волонтеры решили целенаправленно закупать корм. || Titre: ""10 километров мимо неразорвавшихся мин"". | URL: https://tass.ru/v-strane/14340553","Парни устроены на учебу, волонтеры решили вопрос с инсулином, который жизненно необходим одному из ребят. || Titre: ""10 километров мимо неразорвавшихся мин"". | URL: https://tass.ru/v-strane/14340553",
Benevoles,target = sujet → verbe,формировать,1,"/ТАСС/. Волонтеры Общероссийского народного фронта (ОНФ), Всероссийского студенческого корпуса спасателей, Российского Красного Креста и других добровольческих объединений формируют штаб ""Мы вместе"" для оказания поддержки прибывающим на территорию России из Донецкой и Луганской народных республик (ДНР и ЛНР). || Titre: Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам | URL: https://tass.ru/obschestvo/13763103",,
Benevoles,target = sujet → verbe,сказать,1,"""Из-за <...> усложнения ситуации часть людей отправили через пункт пропуска Новоазовск, сейчас людей отвезу, и поедем семьи воссоединять"", - сказал волонтер. || Titre: Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения | URL: https://tass.ru/obschestvo/13762975",,
Benevoles,target = sujet → verbe,готовиться,1,Также калужские волонтеры готовятся к поездке. || Titre: В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13775657,,
Ukraine,target = sujet → verbe,накапливать,5,"Он также отметил, что Украина ""накапливает огромные силы на николаевском и криворожском направлениях"". || Titre: Севастополь готов принять не менее 1 тыс. человек, эвакуированных из Херсонской области | URL: https://tass.ru/obschestvo/16101779","Он также отметил, что Украина накапливает огромные силы на николаевском и криворожском направлениях. || Titre: ""Единая Россия"" запустила горячую линию для покидающих Херсонскую область жителей | URL: https://tass.ru/obschestvo/16095055","Он также отметил, что Украина ""накапливает огромные силы на николаевском и криворожском направлениях"". || Titre: Стремоусов сообщил, что в Крым перевезли 46 сирот из херсонского Дома малютки | URL: https://tass.ru/obschestvo/16123393"
Ukraine,target = sujet → verbe,затеять,1,"Я убежден, если такая возникнет необходимость, руководство Республики Крым примет необходимые решения, чтобы помочь нашим братьям, сестрам, детям пережить эту бойню, если Украина затеет эту войнушку"", - сказал Фикс, отвечая на соответствующий вопрос. || Titre: Власти Крыма заявили о готовности принять жителей ДНР | URL: https://tass.ru/politika/13757407",,
Ukraine,target = sujet → verbe,выйти,1,"Украина давно фактически в одностороннем порядке вышла из минских соглашений, продолжая полностью игнорировать взятые на себя международные обязательства. || Titre: Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса | URL: https://tass.ru/obschestvo/13789819",,
Ukraine,target = sujet → verbe,согласовать,1,"При этом Украина не согласовала ни одного гуманитарного коридора для мирных жителей в сторону России, сообщил Мизинцев. || Titre: МО РФ: за сутки из ДНР, ЛНР и районов Украины эвакуированы в Россию 14 168 человек | URL: https://tass.ru/armiya-i-opk/14264743",,
Ukraine,target = sujet → verbe,мочь,1,"В первоначальных прогнозах УВКБ, опубликованных 25 февраля, речь шла о том, что Украину могут покинуть до 4 млн беженцев. || Titre: В ООН заявили, что за сутки в соседние с Украиной страны прибыли более 32 тыс. беженцев | URL: https://tass.ru/obschestvo/14476557",,
Ukraine,target = sujet → verbe,блокировать,1,"/ТАСС/. Число желающих проехать в освобожденную часть Запорожской области через КПП в Васильевке увеличилось в связи с референдумом по вопросу о вхождении региона в состав России, однако Украина блокирует выезд со своей стороны. || Titre: На Запорожье заявили, что число желающих въехать в освобожденную часть области возросло | URL: https://tass.ru/mezhdunarodnaya-panorama/15864967",,
Ukraine,target = sujet → verbe,предпринимать,1,"Мы помогали всячески, потому что ситуация могла разворачиваться по более плохому сценарию, и Украина все для этого предпринимала. || Titre: Пушилин: эвакуированные из ДНР стремятся вернуться домой после стабилизации ситуации | URL: https://tass.ru/obschestvo/20770265",,
Ukraine,target = sujet → verbe,призвать,1,В связи с обострением Украина призвала провести внеочередное заседание Контактной группы по урегулированию в Донбассе и подгруппы по безопасности. || Titre: ДНР и ЛНР объявили об эвакуации мирных жителей в Россию. | URL: https://tass.ru/mezhdunarodnaya-panorama/13758699,,
Ukraine,target = sujet → verbe,расти,1,"Украина будет расти вверх, Донбасс в оккупированном виде никуда расти не будет. || Titre: Захарова напомнила о словах Зеленского, рекомендовавшего жителям Донбасса уезжать в Россию | URL: https://tass.ru/politika/13762027",,
Russie,target = sujet → verbe,признать,16,"Россия признала республики в соответствии с конституциями ДНР и ЛНР в границах Донецкой и Луганской областей на начало 2014 года. || Titre: В ДНР сообщили, что из Мариуполя в Безыменное за сутки эвакуировано 615 человек | URL: https://tass.ru/mezhdunarodnaya-panorama/14236901","Россия признала республики в соответствии с конституциями ДНР и ЛНР в границах Донецкой и Луганской областей на начало 2014 года. || Titre: В ДНР сообщили, что из Мариуполя в республику за сутки эвакуировали 567 человек | URL: https://tass.ru/mezhdunarodnaya-panorama/14250633",Россия признала республики в соответствии с конституциями ДНР и ЛНР в границах Донецкой и Луганской областей на начало 2014 года. || Titre: Вице-премьер Украины сообщила о планах эвакуации из Мариуполя по гуманитарным коридорам | URL: https://tass.ru/mezhdunarodnaya-panorama/14266663
Russie,target = sujet → verbe,принять,8,"/ТАСС/. Россия приняла более 1,2 млн беженцев с Украины и из Донбасса, сообщил в среду ТАСС источник в силовых структурах. || Titre: Источник: более 1,2 млн беженцев прибыли в Россию с Украины и из Донбасса | URL: https://tass.ru/politika/14592881","/ТАСС/. Россия приняла около 1,5 млн эвакуированных жителей Донецкой и Луганской народной республик, им оказывается вся необходимая медицинская и психологическая помощь. || Titre: Россия приняла 1,5 млн эвакуированных жителей Донбасса с конца февраля | URL: https://tass.ru/obschestvo/14735593","""Только с конца февраля текущего года Россия приняла 1,5 млн. || Titre: Россия приняла 1,5 млн эвакуированных жителей Донбасса с конца февраля | URL: https://tass.ru/obschestvo/14735593"
Russie,target = sujet → verbe,доставить,4,"С 2 марта Россия доставила на Украину 11 437,8 тонны гуманитарных грузов, проведено 814 гуманитарных акций. || Titre: В Воронежской области с февраля число эвакуированных из ДНР, ЛНР и Украины выросло вдвое | URL: https://tass.ru/obschestvo/14374651","Начиная с 2 марта Россия доставила на Украину 34,872,2 тонны предметов первой необходимости, продуктов питания, лекарственных препаратов и изделий медицинского назначения, провела 1 201 гуманитарную акцию. || Titre: Более 183 тонн гуманитарной помощи передали жителям ДНР, ЛНР и Запорожской области | URL: https://tass.ru/armiya-i-opk/15004481","Начиная со 2 марта Россия доставила на Украину 45 250,7 тонны предметов первой необходимости, продуктов питания, лекарственных препаратов и изделий медицинского назначения, провела 1 327 гуманитарных акций. || Titre: Почти 600 тонн гуманитарной помощи передали жителям ДНР, ЛНР и юга Украины | URL: https://tass.ru/armiya-i-opk/15257971"
Russie,target = sujet → verbe,открыть,3,"/ТАСС/. ""Единая Россия"" откроет в Ростовской области центр правовой поддержки для беженцев из Донецкой и Луганской народных республик (ДНР и ЛНР), сообщили ТАСС в субботу в пресс-службе регионального отделения партии. || Titre: Единороссы откроют в Ростовской области центр правовой поддержки для беженцев из Донбасса | URL: https://tass.ru/obschestvo/13769861","""Единая Россия"" откроет правовые центры помощи жителям, эвакуированным из ДНР и ЛНР, на базе общественных приемных партии в тех регионах, куда будут приезжать беженцы"", - говорится в сообщении. || Titre: Единороссы откроют в регионах правовые центры помощи для прибывших из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13774459",/ТАСС/. Россия откроет гуманитарный коридор из Мариуполя в Запорожье 1 апреля по просьбам президента Франции Эмманюэля Макрона и канцлера Германии Олафа Шольца к президенту РФ Владимиру Путину. || Titre: Россия откроет гуманитарный коридор Мариуполь - Запорожье по просьбе Макрона и Шольца | URL: https://tass.ru/armiya-i-opk/14247757
Russie,target = sujet → verbe,представлять,2,"Он подчеркнул, что Россия ни для кого не представляет угрозу. || Titre: Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области | URL: https://tass.ru/obschestvo/13759323","Он подчеркнул, что Россия ни для кого не представляет угрозу. || Titre: Из ДНР в Россию планируют эвакуировать около 700 тыс. человек | URL: https://tass.ru/mezhdunarodnaya-panorama/13760761",
Russie,target = sujet → verbe,оказывать,2,"/ТАСС/. Россия оказывает всю необходимую помощь беженцам из Донецкой и Луганской народных республик, партия ""Единая Россия"" активно принимает участие в работе совместно с благотворительными фондами и волонтерскими организациями. || Titre: В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР | URL: https://tass.ru/politika/13767933","""Россия оказывает всю необходимую помощь. || Titre: В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР | URL: https://tass.ru/politika/13767933",
Russie,target = sujet → verbe,принимать,2,"Сегодня Россия принимает тысячи, десятки тысяч эвакуированных с Донбасса, это и женщины, и дети, и пожилые люди - они нуждаются в повышенном внимании"", - сказал он во вторник на заседании межведомственной комиссии СБ РФ по вопросам совершенствования государственной миграционной политики. || Titre: Медведев призвал без промедления обеспечить комфортные условия приезжающим из Донбасса | URL: https://tass.ru/obschestvo/13805959","/ТАСС/. Россия будет принимать меры, направленные на гармоничную социокультурную интеграцию в российское общество населения ДНР, ЛНР, Запорожской и Херсонской областей, а также переселенцев с этих территорий. || Titre: РФ будет принимать меры для социокультурной интеграции Донбасса и Новороссии | URL: https://tass.ru/politika/22796805",
Russie,target = sujet → verbe,направить,2,"""Обе доставки - часть гуманитарного автопоезда, который направила ""Единая Россия"" из 24 регионов страны в Ростовскую область сразу после начала эвакуации жителей Донбасса"", - пояснили в региональном отделении партии. || Titre: Продукты и медикаменты для жителей Донбасса доставили из Пятигорска и Ленобласти | URL: https://tass.ru/obschestvo/13886483","Накануне на совещании президента РФ Владимира Путина с членами правительства глава МЧС Александр Куренков доложил, что Россия направила для жителей Газы более 245 тонн гуманитарной помощи. || Titre: Спецборт МЧС РФ доставит еще 28 тонн гуманитарной помощи для населения сектора Газа | URL: https://tass.ru/obschestvo/19360627",
Russie,target = sujet → verbe,помочь,2,"""Я думаю, Россия нам поможет и все это закончится, быстрее бы уже. || Titre: В аппарате омбудсмена заявили, что жалоб от прибывших из Донбасса в Волгоград не поступало | URL: https://tass.ru/obschestvo/13929303","Глаголев отметил, что Россия помогла Донбассу восстановить медицинские учреждения, которые сегодня функционируют в штатном режиме и оказывают все виды медицинской помощи. || Titre: Россия приняла 1,5 млн эвакуированных жителей Донбасса с конца февраля | URL: https://tass.ru/obschestvo/14735593",
Russie,target = sujet → verbe,делать,2,"/ТАСС/. Россия делает все возможное, чтобы оказать необходимую помощь гражданам других стран и дипломатам и обеспечить их безопасный выезд с Украины. || Titre: Захарова: РФ делает все возможное для содействия выезду с Украины граждан других стран | URL: https://tass.ru/politika/13952373","Как отметил Пушилин, в свое время Донбасс выступал ""за мирное разрешение конфликта"", а Россия ""делала все возможное и невозможное"" для этого, но ""Запад расписался в том, что доверия им быть не может"". || Titre: Ситуация с безопасностью, шахты и вода для Донецка. | URL: https://tass.ru/politika/16646259",
Russie,target = sujet → verbe,предоставлять,2,"/ТАСС/. Россия предоставляет гуманитарные коридоры для выхода из Северодонецка, население может эвакуироваться в любом направлении. || Titre: Небензя: мирное население в Северодонецке может эвакуироваться в любом направлении | URL: https://tass.ru/politika/14918803","Стремоусов отметил, что в отличие от стран Европы, которые дают беженцам возможность временного пребывания, Россия предоставляет личные сертификаты, по которым бывшие жители Херсонской области могут поселиться в любом регионе России, получить гражданство и ""быть полноценным жителем одной большой, единой страны"". || Titre: Стремоусов сообщил, что эвакуация жителей Херсонской области проходит без проблем | URL: https://tass.ru/obschestvo/16135833",
Russie,target = sujet → verbe,выплатить,2,"/ТАСС/. Россия выплатила более 4 млрд рублей вынужденным переселенцам, прибывшим с Украины и из Донбасса, сообщил в среду ТАСС источник в силовых структурах. || Titre: Более 4 млрд рублей выплачено беженцам, прибывшим в РФ с территории Украины и Донбасса | URL: https://tass.ru/obschestvo/15065379","Россия выплатила свыше 12 млрд рублей в качестве материальной помощи беженцам, прибывшим с территории Донбасса, Запорожской и Херсонской областей. || Titre: Более 12 млрд рублей выплачено беженцам, прибывшим в РФ из Донбасса, Запорожья, Херсонщины | URL: https://tass.ru/ekonomika/16598287",
Russie,target = sujet → verbe,находиться,2,"По данным ООН, на первом месте по общему числу украинских беженцев среди всех стран мира находится Россия, которая приняла 1,412 млн человек, на втором месте - Польша (1,195 млн), 867 тыс. находятся в Германии, 382,7 тыс. - в Чехии. || Titre: В ЕС заявили, что более 3 млн украинских беженцев уже вернулись на Украину | URL: https://tass.ru/mezhdunarodnaya-panorama/15186381","По данным ООН, на первом месте по общему числу украинских беженцев среди всех стран мира находится Россия, которая приняла 1,412 млн человек (по российским подсчетам, их количество вдвое больше), на втором месте — Польша (1,195 млн), 867 тыс. находятся в Германии, 382,7 тыс. — в Чехии. || Titre: Украинские беженцы потянулись домой: | URL: https://tass.ru/opinions/15276009",
Russie,target = sujet → verbe,продолжить,2,"""Россия продолжит оказывать управлению всестороннюю поддержку"", - заявил он. || Titre: Дипломат РФ: беженцы из Донбасса прибыли в Россию добровольно, спасаясь от властей Украины | URL: https://tass.ru/politika/16232147","/ТАСС/. Россия продолжит эвакуацию граждан из сектора Газа после завершения гуманитарной паузы. || Titre: Захарова заявила, что эвакуация россиян из Газы продолжится после гуманитарной паузы | URL: https://tass.ru/politika/19403303",
Russie,target = sujet → verbe,сформировать,1,"/ТАСС/. ""Единая Россия"" сформирует гуманитарные грузы для оказания помощи прибывшим в РФ беженцам из ДНР и ЛНР, необходимый объем уже согласован. || Titre: ""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям | URL: https://tass.ru/ekonomika/13770261",,
Russie,target = sujet → verbe,подключиться,1,"""К помощи подключилась буквально вся Россия. || Titre: Через границу России перешли более 120 тыс. эвакуированных жителей Донбасса | URL: https://tass.ru/politika/13853585",,
Russie,target = sujet → verbe,разместить,1,/ТАСС/. Россия с середины февраля разместила более 100 тысяч беженцев с Донбасса. || Titre: Россия приняла с середины февраля более 100 тысяч беженцев с Донбасса | URL: https://tass.ru/politika/13914869,,
Russie,target = sujet → verbe,участвовать,1,"""Общественные приемные ""Единой России"" активно участвуют в оказании помощи жителям Донбасса с самых первых дней. || Titre: МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса | URL: https://tass.ru/obschestvo/13909559",,
Russie,target = sujet → verbe,развернуть,1,"""Хотел бы несколько слов сказать о той работе, которую ""Единая Россия"" развернула в условиях специальной операции на Украине. || Titre: Границу России пересекли уже более 132 тыс. эвакуированных жителей Донбасса | URL: https://tass.ru/obschestvo/13932163",,
Russie,target = sujet → verbe,начать,1,"/ТАСС/. Более 120 тыс. беженцев прибыли в Венгрию с Украины за последнюю неделю, с тех пор как Россия начала там военную операцию. || Titre: В Венгрию за неделю прибыли более 120 тыс. украинских беженцев | URL: https://tass.ru/obschestvo/13958085",,
Russie,target = sujet → verbe,сотрудничать,1,"По данным министерства, Россия с 2015 года сотрудничает с ЛНР и ДНР по линии единого государственного экзамена - за шесть лет его сдали, более 2 тыс. обучающихся Донецкой и Луганской народных республик. || Titre: Образовательные организации в России приняли более 13 тыс. детей Донбасса | URL: https://tass.ru/obschestvo/14119997",,
Russie,target = sujet → verbe,отправить,1,"Как ранее сообщало министерство, с начала гуманитарной миссии Россия отправила для жителей Украины и Донбасса более 9 500 тонн гуманитарной помощи. || Titre: Еще 300 тонн гуманитарной помощи доставило МЧС России для жителей Украины и Донбасса | URL: https://tass.ru/obschestvo/14216685",,
Russie,target = sujet → verbe,столкнуться,1,"Он напомнил, что ""Россия столкнулась с последствиями деградации ситуации на Украине сразу после произошедшего там в феврале 2014 года антиконституционного переворота"". || Titre: Полянский сообщил, что более 2,5 млн украинцев нашли убежище в России с 2014 года | URL: https://tass.ru/politika/14419033",,
Russie,target = sujet → verbe,собрать,1,"В пресс-службе ростовского регионального отделения партии ТАСС уточнили, что за прошедший месяц ""Единая Россия"" собрала более 3,4 тыс. тонн гуманитарного груза и передала его в распределительные центры в России, ДНР и ЛНР. || Titre: Десятки большегрузов ежедневно доставляют помощь для Донбасса в Ростовскую область | URL: https://tass.ru/obschestvo/14440671",,
Russie,target = sujet → verbe,поддержать,1,В связи с этим продление мандата на следующий год Россия не поддержала. || Titre: Миссия ОБСЕ покидает территорию Донбасса | URL: https://tass.ru/mezhdunarodnaya-panorama/14523575,,
